"web_scraper_order","web_scraper_start_url","category-link-0","pagination-selector","data-page-selector","name","price","category-","brand","code","availability","description","tag_1","tag_2","tag_3","tag_4","tag_5","image_12","image_13","image_14","image_15","category_id","Automatic Machine",1,"formatted_price",
"1770381214-75","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/portal-parkir-tol/jual-portal-otomatis","Barrier Gate Magnetic Access Pro","Rp.37,500,000","Automatic Gate","MX Series","MX Series","In Stock","Magnetic.Access ProFor heavily frequented facilities or if more functionsare required, the high-quality Magnetic.Access Probarrier is the perfect solution.Extended integrating basic functionalityOpening times starting at 1.3 secSecure control unit with integrated detectorsExtendable modular controlEven more optional functionsThe pro selects the Magnetic.Access Pro barrierbecause of its wide range of functions and higheroperating speeds.","barrier gate","mesin parkir","portal otomatis","palang otomatis","boom gate murah",,,,,5,,,37500000,5
"1770381216-76","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/palang-parkir-servo-mag-murah/jual-portal-otomatis","Barrier Gate MAG Servo AP6 AC","Rp.7,380,000","Automatic Gate","MX Series","MX Series","In Stock","SpesifikasiMotor : MAGBlueSpeed AC motorMax starting torque : Max torque : 2.1 ± 0.1 N.MAC rotation speed : AC rotation speed : 460 ± 40 RPMMechanical temperature : -40° to 75 CElectrical temperature : -10° to 75 CPower supply input : 220V ± 10% AC, 50/60HzPower consumption : 80 watt- 1.25A @ 240VStarter : Starter Capacitor 9+9μF 450VACRelative humidity : < 90 %,non-condensingArm speed : 1.8 second, 3 second, 6 secondInternal lubrication : GreaseIP rating : IP44Mean Time Before Failure :4 million cycle","Harga Barier Gate","Harga Portal Parkir","Harga Palang Parkir","Harga Boom Gate Otomatis","Harga Palang Otomatis","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_mag_ap6-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_mag_ap6-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_mag_ap6-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_mag_ap6-600x691.webp",5,,,7380000,5
"1770381219-77","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/barrier-gate-servo-k10/jual-portal-otomatis","Barrier Gate DC Servo K10","Rp.7,210,000","Automatic Gate","MX Series","MX Series","In Stock","Spesifikasi :Max. Straight Arm  : 2.5m 3m 4.5m 6mOpening time (sec) : 0.6   0.9 1~3s  2~5sSpeed range : 0.6, 0.9 ~ 6(s)Motor rated Power :100WDuty cycle : 100%Supply voltage : 220V, or DC24V/12VFrequency : 50HZ/60HZDrive system SFMCU: Housing Dimensions : 940*340*290mmWeight Mechanism : 25kgs,(without boom) Gate : 48KGSProtection class IP54Temperature range : -35C to 70C","Harga Barier Gate","Harga Portal Parkir","Harga Palang Parkir","Harga Boom Gate Otomatis",,"https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_dc_k10-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_dc_k10-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_dc_k10-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_dc_k10-600x691.webp",5,,,7210000,5
"1770381222-78","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/pasang-barrier-gate-pagar-bldc/jual-portal-otomatis","Barrier Gate BLDC Palang Pagar","Rp.5,808,000","Automatic Gate","MX Series","MX Series","In Stock","Barrier Gate BLDC adalah sebuah mesin palang parkir otomatis yang memiliki 3 Pilihan kecepatan buka tutup palang (1.8 Detik Palang 3 Meter)(3 Detik 4 Meter)(6 Detik 6 Meter).Mesin ini sangat ideal digunakan di area parkir, mall, perumahanSpesifikasi- Model: Barrier Gate BLDC- Suhu kerja (motor): -30℃~+70℃- Daya motor: 160W- Tegangan terukur: DC24V- Kecepatan lari：1,5s-8s- Nilai saat ini: 9.5A- Kecepatan tanpa beban：1850rpm- Kecepatan terukur：1400rpm- Torsi: 59.6N.m- Kelembapan relatif：≥85%- Remote kendali jarak jauh：≤100M（di tempat terbuka）- Gelar IP：IP44- Panjang palang: maksimal 6 Meter- Dimensi: P30cm x L34.6cm x T100cm","barrier gate","mesin parkir","portal otomatis","palang otomatis","boom gate murah","https://alatparkir.info/image/cache/catalog/barrier/new/jual_barrier_gate_palang_pagar-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/jual_barrier_gate_palang_pagar-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/jual_barrier_gate_palang_pagar-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/jual_barrier_gate_palang_pagar-600x691.webp",5,,,5808000,5
"1770381225-79","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/palang-parkir-murah-bldc/jual-portal-otomatis","Barrier Gate BLDC New","Rp.5,200,000","Automatic Gate","MX Series","MX Series","In Stock","SpesifikasiMaterial : aluminiumSize of Housing : 405 * 292 * 1019 mmArm Length : 1 ~ 6 metersOEM/ ODM : AvailableMotor : High performance motorSurface Treatment : Ultraviolet-proof surface treatmentBoom Barrier Colour : Various kinds of color choiceBoom Barrier Remote control distance : 30 metersRail Lifting Time : 1- 6 seconds","Harga Barier Gate","Harga Portal Parkir","Harga Palang Parkir","Harga Boom Gate Otomatis","Harga Palang Otomatis","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_bldc_new-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_bldc_new-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_bldc_new-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_parkir_barrier_gate_bldc_new-600x691.webp",5,,,5200000,5
"1770381228-80","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/barrier-gate-bg116/jual-portal-otomatis","Barrier Gate BG116 DC","Rp.5,600,000","Automatic Gate","MX Series","MX Series","In Stock","Spesifikasi :
Tegangan : AC 220 V
Adaptive motor : 24V Brushless direct current motor
Frekuensi : 60 HZ
Konsumsi daya motor : 60 watt
Suhu kerja : - 20° hingga 55°
Dimensi : 355 x 249 x 1035 mm
Penggerak : transmisi turbin motor tiga fasa tunggal
Jarak Remote Control Maksimum : ≤ 30 meter

Hardware protection : Overcurrent protection, overvoltage protection, short circuit protection
Input signal : Open gate, close gate, stop, ground sense,anti-smashing
Output signal : Open position, close position dry contact

Fitur:
● Fungsi gerak kembali secara otomatis. Sensor bawaan dapat mendeteksi ketika palang mengenai halangan/obyek.
● Sensor yang cerdas dikelasnya. Sensor dapat memeriksa posisi buka & tutup secara otomatis. Tidak perlu menyesuaikannya dengan tangan
● Fungsi memori. Mesin dapat mengingat batas posisi, sehingga akan kembali ke posisi semula untuk menghindari mesin macet
● Suhu mesin lebih rendah. Tidak ada perlindungan khusus meskipun tidak menambahkan kipas untuk mendinginkan mesin.

Isi paket :
1 Pcs Mesin Barrier Gate P1022
1 Pcs Palang 3/4 meter (sudah termasuk karet dan LED untuk palang)
2 Pcs Remote
4 Pcs Dinalbolt
2 Pcs Kunci

Palang LED (Terpisah Option)","Harga Barier Gate","Harga Portal Parkir","Harga Palang Parkir","Harga Boom Gate Otomatis","Harga Palang Otomatis","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_bg116-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_bg116-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_bg116-600x691.webp","https://alatparkir.info/image/cache/catalog/barrier/new/palang_otomatis_barrier_gate_bg116-600x691.webp",5,,,5600000,5
"1770381230-81","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/Barrier-Gate-BFT-Moovi-Italy/jual-portal-otomatis","Barrier Gate BFT Moovi Italy",,"Automatic Gate","BFT","BFT","In Stock","Barrier with 230 V motor for opening up to 3,0 m wide and opening time 4 s. Impact resistance by means of Sensitive edge. Grey RAL 7015Control unit : ALPHA BOMMotor power supply : 230 VLocking	: MechanicalRelease	: Personal keyImpact reaction : Sensitive edgeFrequency of use : Semi intensiveProtection rating : IP24Environmental conditions : -20 ÷ 50 °CInterconnectivity : noSlowdown : noClear opening : 3.0 mOpening time (depending on the width of the leaf) : 4 sProcessing type : RAL7015 cataphoresis coating and paint","barrier gate","mesin parkir","portal otomatis","palang otomatis","boom gate murah","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_murah_barrier_gate_bft-600x691.jpg","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_murah_barrier_gate_bft-600x691.jpg","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_murah_barrier_gate_bft-600x691.jpg","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_murah_barrier_gate_bft-600x691.jpg",5,,,0,5
"1770381233-82","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/barrier-gate-BFT-giotto-Italy/jual-portal-otomatis","Barrier Gate BFT Giotto Ultra 36",,"Automatic Gate","BFT","BFT","In Stock","The Giotto Ultra 36 Automatic Traffic Barrier Arm Opener by BFT is a 230V electromechanical barrier operator that has an opening time of 2.2 seconds and is designed for continuous use in 13 ft. openings. This 24V traffic barrier features a sturdy gearbox consisting of all metal components, and the U-Link control board with an LCD display allows complete management of all the features and settings, as well as a simple integration of the traffic barrier for parking and building management systems.
Features:Built For Intensive UsageUp To 5000 Operations Per 24hr PeriodProtection Rating of IP 54Opening Time of 2.2 SecondsBuilt For 13 ft. Openings
Specifications:Control Board: Merak U36Absorbed Power: 300WOpening Time: 2.2 Sec.Slowdown: YesMaximum Cycles: Up To 5000 Operations / 24hrManual Release: Personalized KeyFrequency of Use: IntensiveProtection Rating: IP54","barrier gate","mesin parkir","portal otomatis","palang otomatis","boom gate murah","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_giotto_ultra_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_giotto_ultra_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_giotto_ultra_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/BFT/jual_bft_giotto_ultra_murah-600x691.jpg",5,,,0,5
"1770381235-83","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/automatic-sliding-door-DSL-1600/jual-portal-otomatis","Automatic Sliding Door DSL 1600","Rp.15,250,000","Automatic Gate","Turnstile","Automatic Sliding Door","In Stock","Fitur:
Sistem kontrol cerdas, secara otomatis menyesuaikan status pengoperasian daun pintu.
Saat startup, pembelajaran mandiri dimulai dan secara otomatis menyesuaikan parameter berdasarkan ukuran lebar pintu sebenarnya
mencapai kondisi operasi optimal. Jika perlu, penyesuaian manual dapat dilakukan.
Motor tanpa sikat (BLDC) dengan gesekan rendah dan umur panjang.
Suspensi daun pintu mengadopsi desain anti pelepasan yang dapat menyeimbangkan diri dan andal, yang menjadikan daun pintu
beroperasi lebih lancar, aman, dan dengan kebisingan rendah, sehingga memperpanjang masa pakai roda suspensi.
Fungsi kunci listrik yang unik, aman dan andal, fungsi kunci pintu ganda dan kunci elektronik, mendukung
beberapa sistem kontrol akses.
Dapat dilengkapi dengan catu daya cadangan, yang dapat menjaga pintu tetap terbuka atau tertutup jika terjadi listrik
pemadaman listrik.

Spesifikasi:
Jenis pintu: Single Door 600kg / Double Door 500kg
Seri: DSL-1600
Tinggi satuan: 210mm
Kedalaman satuan: 120mm
Catu daya: 220V AC±10%, 50/60Hz
Pukulan maksimum: 6m
Kecepatan pembukaan: 100-350mm/S (dapat disesuaikan)
Kecepatan penutupan: 100-350mm/S (dapat disesuaikan)
Berat pintu maksimum: 1x600kg/2x500kg
Waktu buka: 0-10 detik (dapat disesuaikan)
Kisaran kelembaban:","Automatic Sliding Door","Harga Mesin Pintu Kaca Otomatis",,,,"https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsl1600-600x691.webp","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsl1600-600x691.webp","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsl1600-600x691.webp","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsl1600-600x691.webp",5,,,15250000,5
"1770381238-84","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/automatic-sliding-door-dsl-125/jual-portal-otomatis","Automatic Sliding Door DSL 125","Rp.5,600,000","Automatic Gate","Turnstile","Automatic Sliding Door","In Stock","Fitur:Sistem kontrol komputer mikro menggerakkan motor dan mengontrol pintu agar beroperasi dalam mode yang disetel. Tegangan lebardesain catu daya, banyak antarmuka seperti interlock pintu ganda.Mengadopsi teknologi integrasi motor dan girboks Eropa, penggeraknya kuat, pengoperasiannya stabildaya keluaran ditingkatkan, dan dapat beradaptasi dengan kebutuhan pintu yang lebih besar.Tindakan pelumasan khusus, roda bisu deselerasi khusus, komponen gantung dan roller yang dirancang secara profesionalstruktur sangat mengurangi kebisingan yang berjalan.Setiap kali ada prosedur self-test, pintu akan memantul ketika menemui hambatan, yang sepenuhnya menjamin keselamatan orang yang lewat.Cocok untuk gedung perkantoran, etalase, bank, restoran, hotel, pusat perbelanjaan, laboratorium, rumah sakit dantempat lain.Spesifikasi:Jenis pintu: Single Door 150kg / Double Door 120kgSeri: DSL-125AMemuat berat: ≤1×150kg/ ≤2×120kgLebar pintu: 750-1600mm/650-1250mmCatu daya: AC 110~220V±10%, 50/60HzKonsumsi daya: 65W (125A)Kecepatan pembukaan: 150-460mm/S (dapat disesuaikan)Kecepatan penutupan: 130-460mm/S (dapat disesuaikan)Waktu buka: 0-8S (dapat disesuaikan)Kekuatan manual: <40N/ <50NKisaran suhu: -20 ~ +50℃Garansi Motor 12 BulanGaransi Motherboard 6 BulanDikarnakan barang berukuran besar bervolume saran pemesanan kirim via cargo,Unit sudah dicek fisik dan test Motor sebelum dikirim untuk meyakinkan bahwa mesin berfungsi dengan baik","Automatic Sliding Door","Harga Mesin Pintu Kaca Otomatis",,,,"https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door-600x691.webp","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door-600x691.webp","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door-600x691.webp","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door-600x691.webp",5,,,5600000,5
"1770381240-85","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/automatic-sliding-door-DSH-250/jual-portal-otomatis","Automatic Sliding Door DSH 250","Rp.7,200,000","Automatic Gate","Turnstile","Automatic Sliding Door","In Stock","Automatic Sliding Door Merk DEPER DSH 250 Heavy Duty

Paket 1 unit terdiri dari :
- Main Controller
- Motor with Decoder
- Microwave Motion Sensor luar dalam
- Guide Track and mounting profile 4meter (2x2meter)
- 4meter Cover (2x2meter)
- Hanger Carrier with adjustment device
- Idle pulley and Belt tensioning device
- End stopper
- Belt
- Belt Bracket
- Remote Control
- Power Line
- Glass Clamp

1. Intelligent control system, various parameters can be flexibly adjusted by manual or remote control according to the selected controller.
2. It adopts modern design, applies high-power brushless motor and new mechanical components that are trusted by the world. The hanging parts are made of imported high-strength nylon, and the load capacity of the unit reaches 2x250Kg.
3. Low-noise power unit, motor, worm gear and reducer integrated.
4. The electric lock function is safe and reliable.
5. The control unit can be connected with building fire center, when fire, the door can be hold open or hold closed for safety.
6. It is suitable for all kinds of large-channel, industrial workshops, etc. It runs smoothly, is easy to install and easy to maintain.

Technical Data
product name: Heavy duty automatic sliding door

door form: single door / double door
Catrying weight: ≤1×300kg/≤2×250kg
Door width: 00-2800mm/1800-3800mm
Power supply voltage: AC220V±10%, 50/60Hz
Rated power:. Door opening speed: 200-460mm/S (adjustable)
Closing speed: 200-460mm/S (adjustable)
Open time: 1-9S (adjustable)
Closed force F:. >100N
Manual force:. -Humidity range: -20 ~ +50","Automatic Sliding Door","Harga Mesin Pintu Kaca Otomatis",,,,"https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsh250-600x691.jpg","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsh250-600x691.jpg","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsh250-600x691.jpg","https://alatparkir.info/image/cache/catalog/Mesin%20Otomatis/DSL125/Automatic%20Sliding%20Door%20dsh250-600x691.jpg",5,,,7200000,5
"1770381243-86","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-portal-otomatis",,"https://alatparkir.info/jual-automatic-hidraulic-bolard/jual-portal-otomatis","Automatic Hydraulic Bolard","Rp.19,200,000","Automatic Gate","Turnstile","Automatic Hidraulic","In Stock","MaterialStainless SteelPlace of OriginGUABrand NameACS AUTONama produkTonggak naik hidrolik elektronik otomatisCatu dayaAC100-240VDimensiD395 * 1710mmKecepatan naik4sMenurunkan kecepatan2s","Automatic Hydraulic Bolard","swing barrier","turnstile gate","swing barrier single",,"https://alatparkir.info/image/cache/catalog/Doorlock/Bolard/Automatic%20Hidrolik%20Bolard-600x691.webp","https://alatparkir.info/image/cache/catalog/Doorlock/Bolard/Automatic%20Hidrolik%20Bolard-600x691.webp","https://alatparkir.info/image/cache/catalog/Doorlock/Bolard/Automatic%20Hidrolik%20Bolard-600x691.webp","https://alatparkir.info/image/cache/catalog/Doorlock/Bolard/Automatic%20Hidrolik%20Bolard-600x691.webp",5,,,19200000,5
"1770381248-87","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/harga-program-parkir",,"https://alatparkir.info/aplikasi-parkir-emoney/harga-program-parkir","Software Parkir Linux Support Emoney",,"Software Parkir",,,"In Stock","Operating System Oracle LinuxDatabase postgresqlMenu Administrasi Setup– Master Nama Pos Parkir– Master Jenis Kendaraan– Master SHIFT– Local Config– Master Tarif Parkir– Master Index Parkir– Administrasi Akses Level Pegawai– Biodata Pegawai– Ploating Pegawai– Master nama langganan– Master Tarif Langganan– Master Jenis LanggananMenu Administrasi Operasional– Transaksi Parkir– Transaksi Langganan– Transaksi VIP– Transaksi Setoran– Pesan Ke Pos– Input Pesan Manual– Koreksi Data ParkirMenu Administrasi Report– Report Transaksi Parkir– Report Transaksi Langganan– Report Transaksi VIP– Laporan Historikal Login– Laporan Pembatalan Transaksi– Monitor Kendaraan didalam– Laporan Perubahan Langganan– Laporan Kendaraan Inap– Laporan Masalah di Pos– Laporan Penghapusan VIP**Harga sudah include Manless Controller Raspberry dan Triger Gate Interface","software parkir","program parkir","aplikasi parkir","sistem parkir",,"https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg",4,,,0,4
"1770381251-88","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/harga-program-parkir",,"https://alatparkir.info/harga-software-parkir/harga-program-parkir","Software Parkir Linux",,"Software Parkir",,,"In Stock","Operating System Oracle LinuxDatabase postgresqlMenu Administrasi Setup– Master Nama Pos Parkir– Master Jenis Kendaraan– Master SHIFT– Local Config– Master Tarif Parkir– Master Index Parkir– Administrasi Akses Level Pegawai– Biodata Pegawai– Ploating Pegawai– Master nama langganan– Master Tarif Langganan– Master Jenis LanggananMenu Administrasi Operasional– Transaksi Parkir– Transaksi Langganan– Transaksi VIP– Transaksi Setoran– Pesan Ke Pos– Input Pesan Manual– Koreksi Data ParkirMenu Administrasi Report– Report Transaksi Parkir– Report Transaksi Langganan– Report Transaksi VIP– Laporan Historikal Login– Laporan Pembatalan Transaksi– Monitor Kendaraan didalam– Laporan Perubahan Langganan– Laporan Kendaraan Inap– Laporan Masalah di Pos– Laporan Penghapusan VIP**Harga sudah include Manless Controller Raspberry dan Triger Gate Interface","software parkir","program parkir","aplikasi parkir","sistem parkir",,"https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/software/harga_software_parkir_murah-600x691.jpg",4,,,0,4
"1770381255-89","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/pasang-gps-mobil-bandung/jual-alat-pelacak-mobil","GPS Tracker Oneway G19S Pelacak Mobil","Rp.475,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","OneWay GPS Tracker OW-G19S adalah Pelacak gps yang bekerja berdasarkan jaringan GSM / GPRS / BeiDou dan satelit GPS yang ada, dapat melacak dan menemukan kendaraan dari jarak jauh melalui sms atau perangkat lunak. Kendaraan Anda akan mendapatkan perlindungan menyeluruh dari perangkat kecil iniMAIN FEATURES:Real-Time TrackingUser define Geo-fenceTrace PlaybackOverspeed AlarmSOS ButtonMicrophoneRemotely Cut off Petrol/ElectricityPower disconnect alarm &Low battery alarmVibration AlarmBlind area GPS information storedGPS+BDS+AGPS+LBS trackingBackup battery 250mahPRODUCTS PARAMETERS:Device Name: Vehicle GPS TrackerModel: OW-G19SBrand: OneWayDimension: 80mm(L)*40mm(W)*13mm(H)Weight: 40gQuad Band: 850/1900/900/1800MHzGPS Chip: MT2503DGPS Accuracy: 5-10mVoltage Input: 9-90VBack-up Battery: 250MahPositioning Time: Hot Start","gps tracker","gps pelacak","gps OW-G19S",,,"https://alatparkir.info/image/cache/catalog/GPS/gps_alat_pelacak_mobil-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/gps_alat_pelacak_mobil-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/gps_alat_pelacak_mobil-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/gps_alat_pelacak_mobil-600x691.jpg",3,,,475000,3
"1770381258-90","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/pasang-gps-motor-bandung/jual-alat-pelacak-mobil","GPS Tracker Oneway G19 Pelacak Kendaraan","Rp.250,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","OneWay GPS Tracker OW-G19adalah Pelacak gps yang bekerja berdasarkan jaringan GSM / GPRS / BeiDou dan satelit GPS yang ada, dapat melacak dan menemukan kendaraan dari jarak jauh melalui sms atau perangkat lunak. Kendaraan Anda akan mendapatkan perlindungan menyeluruh dari perangkat kecil ini
Fitur GPS :- Melacak melalui Website Server Online- Melacak melalui Aplikasi Android / iOs
Kelengkapan :- Unit GPS- Kabel Pemasangan","gps tracker","gps pelacak","gps OW-G19",,,"https://alatparkir.info/image/cache/catalog/GPS/pasang_gps_pelacak_motor-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/pasang_gps_pelacak_motor-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/pasang_gps_pelacak_motor-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/pasang_gps_pelacak_motor-600x691.jpg",3,,,250000,3
"1770381260-91","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/gps-pelacak-bandung/jual-alat-pelacak-mobil","GPS Tracker Oneway EV02 Pelacak Kendaraan","Rp.285,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","OneWay GPS Tracker OW-EV02 adalah Pelacak gps yang bekerja berdasarkan jaringan GSM / GPRS / BeiDou dan satelit GPS yang ada, dapat melacak dan menemukan kendaraan dari jarak jauh melalui sms atau perangkat lunak. Kendaraan Anda akan mendapatkan perlindungan menyeluruh dari perangkat kecil ini
Fitur GPS :- Melacak melalui Website Server Online- Melacak melalui Aplikasi Android / iOs- Cut Off Engine
Kelengkapan :- Unit GPS- Kabel Pemasangan- Relay","gps tracker","gps pelacak","gps OW-EV02",,,"https://alatparkir.info/image/cache/catalog/GPS/jual_gps_pelacak_bandung-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/jual_gps_pelacak_bandung-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/jual_gps_pelacak_bandung-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/jual_gps_pelacak_bandung-600x691.jpg",3,,,285000,3
"1770381263-92","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/jual-gps-tracker-gx06/jual-alat-pelacak-mobil","GPS Tracker GX06 Pelacak Motor Mobil","Rp.375,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","SPESIFIKASI :Tegangan kerja: 9–95V DCAkurasi GPS: 5–10 meterAkurasi GSM: ±100 meterFrekuensi GPS: 1575MHzFrekuensi GSM: B1/B3/B5/B7/B8/B20 (900/1800MHz)Waktu mulai: <3 detik (hot), <32 detik (warm), <45 detik (cold)Kapasitas baterai: 150mAhDimensi: 80 x 38 x 17 mmSuhu operasional: -20°C ~ 70°CKelembaban: 10%–85% RHFitur Andalan :matikan mesin melalui SMStracking posisi unit secara real timesadap suara di dalam kabin kendaraanalarm jika arus listrik terputus","gps tracker","gps pelacak","gps gx06","alat pelacak gx06","gps pelacak gx06","https://alatparkir.info/image/cache/catalog/GPS/harga_GPS_GX06_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/harga_GPS_GX06_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/harga_GPS_GX06_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/harga_GPS_GX06_murah-600x691.webp",3,,,375000,3
